brand_name,model_name,motor_size,model_year,kms_driven,mileage,owner,power,price
Hero,CBZ,150.0,2011,45000.0,65.0,2,14.4,20000
Yamaha,Fazer,150.0,2014,45.0,45.0,1,13.0,37999
Bajaj,V15,150.0,2016,26500.0,57.0,2,11.8,33500
TVS,Apache,160.0,2018,51000.0,0.0,1,16.1,48000
TVS,Apache,160.0,2009,60.0,60.0,1,15.2,31125
Honda,CD,110.0,2015,84.0,84.0,1,8.25,33000
Bajaj,V15,150.0,2016,30000.0,57.0,1,11.8,31300
Bajaj,Pulsar,220.0,2021,550.0,38.0,1,20.11,145000
Bajaj,Pulsar,200.0,2012,35.0,35.0,1,23.19,41300
TVS,Apache,150.0,2012,45.0,45.0,2,13.7,20000
KTM,RC,200.0,2016,18000.0,35.0,1,25.1,145000
Hero,Xtreme,200.0,2020,1500.0,39.0,1,18.1,80000
Honda,CB,150.0,2015,60.0,60.0,2,14.0,45000
KTM,RC,125.0,2021,1000.0,0.0,1,14.5,166000
KTM,Duke,200.0,2013,18500.0,35.0,1,25.0,85000
Harley-Davidson,Street,750.0,2016,9600.0,20.0,1,47.0,360000
Harley-Davidson,Street,750.0,2017,6200.0,20.0,1,47.0,486200
Hero,Passion,100.0,2012,26000.0,5.0,1,8.2,28000
Bajaj,Pulsar,220.0,2012,25463.0,38.0,2,21.0,38000
TVS,Apache,160.0,2020,45.0,45.0,1,15.1,103000
Royal-Enfield,Standard,500.0,2015,22800.0,37.0,1,26.1,127700
Bajaj,V15,150.0,2018,17000.0,57.0,1,11.8,45000
Bajaj,Pulsar,200.0,2017,42.0,42.0,1,23.2,80000
Bajaj,Pulsar,180.0,2004,50.0,50.0,2,16.78,15000
Bajaj,V15,150.0,2017,10000.0,57.0,1,11.8,39000
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,90000
Bajaj,Pulsar,200.0,2014,35.0,35.0,1,23.19,80000
KTM,Duke,390.0,2020,3000.0,25.0,1,42.9,347562
TVS,Apache,160.0,2020,7850.0,0.0,1,15.6,111000
Yamaha,FZ25,250.0,2017,19050.0,43.0,1,20.3,100000
KTM,Duke,250.0,2018,28000.0,0.0,1,29.6,153300
Yamaha,FZs,150.0,2012,38000.0,45.0,2,13.0,50000
Hero,Super,125.0,2007,59000.0,75.0,1,9.0,15000
Bajaj,Avenger,220.0,2015,24000.0,40.0,1,19.0,45000
Bajaj,Pulsar,150.0,2011,65.0,65.0,3,14.85,24000
Honda,CB,150.0,2011,60.0,60.0,1,14.0,35000
Royal-Enfield,Classic,350.0,2015,30000.0,35.0,1,19.8,165000
Hero,CBZ,150.0,2007,20000.0,65.0,1,12.8,16000
Bajaj,Pulsar,150.0,2008,65.0,65.0,1,14.85,30000
Royal-Enfield,Classic,500.0,2015,17550.0,32.0,1,27.2,110000
Bajaj,Pulsar,135.0,2016,59000.0,64.0,1,13.0,30000
Hero,Passion,100.0,2019,16100.0,84.0,1,8.2,44400
Bajaj,Platina,100.0,2007,104.0,10.0,1,8.2,20000
Honda,CB,125.0,2017,65.0,65.0,2,10.0,41000
Bajaj,Pulsar,135.0,2009,26333.0,64.0,2,13.0,24000
Royal-Enfield,Classic,350.0,2015,15182.0,35.0,1,19.8,110000
Honda,SP125,125.0,2020,10700.0,0.0,1,10.72,80000
KTM,Duke,200.0,2018,3000.0,35.0,1,24.6,96000
KTM,RC,390.0,2015,12000.0,26.0,1,43.0,130600
Hero,Karizma,223.0,2014,35000.0,48.0,2,20.0,33000
Bajaj,Pulsar,180.0,2010,45000.0,65.0,1,15.0,25000
Royal-Enfield,Meteor,350.0,2021,1100.0,0.0,1,20.2,217875
Bajaj,Pulsar,135.0,2012,36000.0,64.0,1,13.0,7500
Hero,CBZ,150.0,2009,28195.0,65.0,2,12.8,16000
Bajaj,Pulsar,150.0,2006,65.0,65.0,1,14.85,9200
Bajaj,,180.0,2008,40000.0,45.0,1,17.0,20000
Bajaj,Pulsar,150.0,2014,65.0,65.0,1,14.85,27000
Bajaj,Discover,135.0,2007,18000.0,65.0,1,9.64,15000
KTM,Duke,200.0,2013,20000.0,35.0,1,25.0,60000
Benelli,302R,302.0,2017,13236.0,0.0,1,38.26,218000
Honda,CB,160.0,2015,52.0,52.0,1,13.82,60000
Hero,Xtreme,150.0,2016,28000.0,50.0,1,14.2,50000
Bajaj,Discover,100.0,2013,80.0,80.0,2,7.7,14400
Hero,Passion,110.0,2014,46000.0,55.0,2,6.72,36000
TVS,Apache,160.0,2016,60.0,60.0,2,15.2,60000
Royal-Enfield,Interceptor,650.0,2020,25.0,25.0,1,47.0,250000
Royal-Enfield,Classic,350.0,2019,23000.0,35.0,1,19.8,155000
Royal-Enfield,Continental,535.0,2014,30000.0,26.0,1,29.1,104000
Kawasaki,Ninja,300.0,2013,25000.0,25.0,1,39.0,160000
Hero,Xpulse,200.0,2020,3195.0,46.0,1,17.8,100000
Honda,CB,125.0,2016,65.0,65.0,1,10.0,35900
Bajaj,Pulsar,200.0,2015,42.0,42.0,1,23.2,38250
Royal-Enfield,Himalayan,410.0,2017,39980.0,32.0,1,24.5,135000
Hero,Splendor,100.0,2002,24000.0,45.0,2,7.44,20580
Honda,SP125,125.0,2021,1300.0,0.0,1,10.72,81999
KTM,RC,390.0,2020,1000.0,26.0,1,42.3,257000
Royal-Enfield,Classic,350.0,2019,11000.0,35.0,1,19.8,181562
Suzuki,Gixxer,150.0,2016,21500.0,63.0,1,14.0,65000
Bajaj,Dominar,400.0,2017,28.0,28.0,1,34.5,155000
Bajaj,Pulsar,220.0,2012,45000.0,38.0,1,21.0,60000
Bajaj,Pulsar,200.0,2018,35.0,35.0,1,24.5,135000
Hero,Super,125.0,2019,4000.0,75.0,1,9.0,50000
Benelli,302R,302.0,2017,17000.0,0.0,1,38.26,250000
Yamaha,YZF-R15,150.0,2019,5000.0,0.0,1,18.7,150000
Bajaj,Pulsar,200.0,2018,35.0,35.0,1,24.5,135000
Royal-Enfield,Classic,350.0,2019,11000.0,35.0,1,19.8,190000
TVS,Apache,160.0,2019,60.0,60.0,1,15.2,95000
TVS,Apache,180.0,2019,45.0,45.0,2,17.3,78000
TVS,Victor,110.0,2016,74.0,74.0,1,9.4,35000
KTM,Duke,125.0,2021,3400.0,0.0,1,14.3,155000
Royal-Enfield,Classic,500.0,2014,24500.0,32.0,1,27.2,130000
KTM,RC,200.0,2016,12000.0,35.0,1,25.1,155000
BMW,G,310.0,2019,1500.0,0.0,1,33.0,240000
Royal-Enfield,Interceptor,650.0,2019,15000.0,0.0,1,47.0,275000
Royal-Enfield,Bullet,350.0,1999,20000.0,37.0,2,19.8,92000
Honda,CD,110.0,2019,84.0,84.0,1,8.25,45000
Bajaj,Pulsar,200.0,2015,35.0,35.0,1,24.16,60000
Royal-Enfield,Classic,350.0,2017,11300.0,35.0,1,19.8,125000
Yamaha,FZ,150.0,2019,58.0,58.0,1,13.0,67000
Royal-Enfield,Bullet,350.0,2014,25765.0,40.0,2,19.8,90000
Suzuki,Gixxer,150.0,2015,11250.0,63.0,1,14.0,48400
Suzuki,Gixxer,150.0,2017,31000.0,40.0,2,14.6,55000
TVS,Apache,160.0,2020,60.0,60.0,1,15.2,80000
Yamaha,YZF-R3,320.0,2016,24000.0,22.0,1,41.4,240000
Triumph,Street,765.0,2018,23000.0,20.0,2,111.0,696824
Hero,Honda,100.0,2011,1550.0,45.0,1,6.15,15000
Yamaha,YZF-R15,150.0,2016,30000.0,42.0,1,16.7,83000
Yamaha,YZF-R15,150.0,2016,30000.0,42.0,2,16.7,68000
Yamaha,YZF-R15,150.0,2019,49000.0,0.0,1,18.7,90000
Bajaj,Discover,150.0,2015,70.0,70.0,2,13.0,35000
Honda,CB,110.0,2012,71.0,71.0,1,9.0,30000
Royal-Enfield,Classic,350.0,2018,16000.0,35.0,1,19.8,140000
Hero,HF,100.0,2016,14321.0,55.0,1,6.15,30000
Bajaj,Pulsar,200.0,2014,25000.0,40.0,1,24.2,60000
Bajaj,Pulsar,200.0,2015,42.0,42.0,1,23.2,60000
Royal-Enfield,Classic,350.0,2017,20500.0,35.0,2,19.8,130000
Hyosung,Aquila,650.0,2017,14500.0,16.0,1,74.0,320000
Royal-Enfield,Classic,350.0,2019,15000.0,35.0,1,19.8,112500
Hyosung,GT250R,250.0,2014,10000.0,30.0,2,28.0,148800
Hero,Splendor,100.0,2013,24537.0,81.0,1,8.2,32000
Royal-Enfield,Bullet,350.0,1970,5000.0,25.0,3,19.8,190000
TVS,Star,110.0,2011,29042.0,85.0,1,8.2,28000
Bajaj,Pulsar,160.0,2017,16000.0,0.0,1,15.5,66000
Honda,CB,125.0,2019,65.0,65.0,1,10.0,85000
Yamaha,FZs,150.0,2017,14000.0,45.0,1,13.0,70000
Honda,CD,110.0,2016,84.0,84.0,1,8.25,39000
Hero,CD,100.0,2010,45000.0,65.0,2,7.7,24750
Bajaj,Discover,100.0,2013,80.0,80.0,1,7.7,32175
Hero,CBZ,150.0,2011,60000.0,65.0,1,14.4,34650
Harley-Davidson,Street,750.0,2018,1300.0,20.0,1,47.0,516600
Kawasaki,Z900,900.0,2018,6500.0,25.0,1,123.3,750000
Hyosung,GT650R,650.0,2011,16000.0,20.0,2,72.68,180000
Honda,CBR650F,650.0,2016,13000.0,18.0,2,85.8,674375
KTM,RC,390.0,2017,12400.0,26.0,1,42.3,230000
Hyosung,Aquila,650.0,2013,7350.0,16.0,2,74.0,300000
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,83000
Royal-Enfield,Thunderbird,350.0,2012,35000.0,40.0,2,19.8,72600
Kawasaki,Ninja,300.0,2017,27000.0,25.0,1,39.0,225000
Harley-Davidson,Street,750.0,2018,5722.0,20.0,1,47.0,535000
Harley-Davidson,Street,750.0,2017,5600.0,25.0,1,70.0,510000
KTM,Duke,390.0,2018,8500.0,25.0,1,42.9,228800
Royal-Enfield,Thunderbird,350.0,2018,8700.0,0.0,1,19.8,134000
Royal-Enfield,Classic,500.0,2016,15300.0,32.0,2,27.2,115000
Yamaha,YZF-R15,150.0,2018,3086.0,42.0,1,16.0,71400
Bajaj,Pulsar,200.0,2017,35.0,35.0,1,24.5,90000
Hero,Xtreme,200.0,2020,7000.0,0.0,1,18.1,97800
Honda,CB,150.0,2013,60.0,60.0,1,14.0,42000
TVS,Apache,180.0,2015,45.0,45.0,1,17.2,37200
Suzuki,Gixxer,150.0,2020,5100.0,0.0,1,14.6,96700
Royal-Enfield,Himalayan,410.0,2019,7000.0,32.0,1,24.5,177982
Yamaha,FZs,150.0,2017,15000.0,45.0,1,13.0,62900
Bajaj,Discover,100.0,2013,80.0,80.0,1,9.1,29499
Royal-Enfield,Classic,350.0,2015,19000.0,35.0,1,19.8,106000
Hero,CD,100.0,2007,46643.0,65.0,1,7.7,12200
Bajaj,Pulsar,200.0,2016,35.0,35.0,1,24.5,91600
Bajaj,Pulsar,150.0,2007,65.0,65.0,1,14.85,10500
Bajaj,Pulsar,160.0,2019,19000.0,0.0,1,15.5,81000
Royal-Enfield,Classic,350.0,2018,3500.0,35.0,1,19.8,135000
Royal-Enfield,Thunderbird,500.0,2014,16000.0,25.0,1,27.2,91000
Royal-Enfield,Bullet,350.0,2012,35000.0,40.0,1,19.8,86200
Royal-Enfield,Thunderbird,350.0,2016,35000.0,40.0,2,19.8,85000
Bajaj,Avenger,220.0,2016,26000.0,40.0,1,19.0,48500
Honda,Dream,110.0,2013,84.0,84.0,1,8.25,28500
Bajaj,Avenger,220.0,2017,15000.0,35.0,1,19.0,55000
KTM,Duke,125.0,2019,14000.0,0.0,1,14.3,111500
Hero,Passion,100.0,2009,34000.0,5.0,1,8.2,15400
Royal-Enfield,Classic,350.0,2018,13700.0,35.0,1,19.8,150000
Honda,CB,150.0,2014,60000.0,60.0,3,14.0,30500
Royal-Enfield,Classic,500.0,2017,25000.0,25.0,1,27.2,120000
KTM,RC,390.0,2018,23400.0,26.0,1,42.3,184300
Royal-Enfield,Thunderbird,350.0,2017,8900.0,40.0,1,19.8,115000
Royal-Enfield,Thunderbird,500.0,2014,16000.0,25.0,1,27.2,82000
Suzuki,Gixxer,150.0,2016,10600.0,40.0,1,14.6,46500
Hyosung,GT650R,650.0,2016,5600.0,20.0,2,72.68,320000
Royal-Enfield,Thunderbird,350.0,2016,33000.0,40.0,1,19.8,92800
Royal-Enfield,Bullet,350.0,2012,9821.0,40.0,1,19.8,62900
Royal-Enfield,Classic,500.0,2016,14900.0,32.0,1,27.2,115000
Royal-Enfield,Bullet,350.0,2009,23000.0,30.0,1,19.8,63700
Harley-Davidson,Street,750.0,2016,10000.0,20.0,2,47.0,355000
KTM,Duke,250.0,2020,5000.0,0.0,1,29.6,180000
Bajaj,V15,150.0,2018,17000.0,57.0,1,11.8,40000
Bajaj,Discover,125.0,2005,51259.0,65.0,1,12.5,7500
Suzuki,Intruder,150.0,2018,18500.0,0.0,1,14.6,80000
Hero,Super,125.0,2007,40000.0,75.0,1,9.0,15800
Bajaj,Dominar,400.0,2017,28.0,28.0,1,34.5,101000
Royal-Enfield,Classic,350.0,2018,21000.0,35.0,1,19.8,132500
Yamaha,YZF-R15,150.0,2019,13900.0,0.0,1,18.7,120400
Honda,CB,150.0,2014,23993.0,60.0,1,14.0,28500
Bajaj,Pulsar,220.0,2016,36922.0,38.0,1,21.0,44400
Bajaj,Pulsar,220.0,2017,35500.0,38.0,1,21.0,58000
Bajaj,Dominar,400.0,2018,28.0,28.0,2,34.5,109000
Royal-Enfield,Bullet,350.0,2015,50000.0,37.0,1,19.8,110000
Bajaj,Avenger,220.0,2013,29800.0,40.0,1,19.0,41000
Royal-Enfield,Thunderbird,350.0,2013,37958.0,40.0,1,19.8,98700
Yamaha,FZ25,250.0,2017,2647.0,43.0,1,20.3,98000
Bajaj,Pulsar,200.0,2017,35.0,35.0,1,24.5,94000
Honda,CB,160.0,2019,52.0,52.0,1,15.44,83800
Bajaj,Dominar,400.0,2018,28.0,28.0,1,34.5,114400
Yamaha,YZF-R15,150.0,2017,18280.0,42.0,1,16.0,124000
Royal-Enfield,Classic,350.0,2017,14250.0,35.0,2,19.8,124000
Suzuki,Intruder,150.0,2018,2809.0,0.0,1,14.6,88000
Royal-Enfield,Classic,350.0,2018,5829.0,35.0,1,19.8,145000
KTM,RC,200.0,2017,6010.0,35.0,1,25.1,162000
Yamaha,FZ25,250.0,2018,17000.0,43.0,1,20.3,101000
Hero,Splendor,100.0,2014,45829.0,81.0,1,8.2,41000
TVS,Apache,160.0,2019,3000.0,0.0,1,16.1,89000
Bajaj,Discover,135.0,2007,17000.0,0.0,1,9.64,18000
Bajaj,Platina,110.0,2020,2000.0,84.0,1,8.44,65000
Yamaha,FZ-FI,150.0,2019,8000.0,0.0,1,13.0,96000
Royal-Enfield,Classic,350.0,2018,17000.0,35.0,1,19.8,145000
TVS,Apache,160.0,2020,1900.0,0.0,1,15.6,105000
Bajaj,Discover,125.0,2018,11000.0,65.0,1,12.5,38000
Bajaj,V15,150.0,2017,6336.0,57.0,1,11.8,43000
Royal-Enfield,Classic,500.0,2016,15000.0,32.0,1,27.2,130000
Bajaj,Dominar,400.0,2018,28.0,28.0,1,34.5,140000
Yamaha,YZF-R15,150.0,2018,60000.0,42.0,1,16.0,95000
Bajaj,CT,100.0,2018,6000.0,67.0,1,8.1,41000
Bajaj,Discover,135.0,2009,21500.0,0.0,1,9.64,17945
Bajaj,Pulsar,200.0,2018,35.0,35.0,1,24.5,120000
Yamaha,YZF-R15,150.0,2014,20000.0,42.0,1,16.7,72000
Bajaj,Dominar,400.0,2018,28.0,28.0,1,34.5,126000
TVS,Apache,160.0,2019,1050.0,0.0,1,16.1,91800
Bajaj,Pulsar,220.0,2016,11500.0,38.0,2,21.0,58500
Honda,CB,125.0,2016,65.0,65.0,1,10.0,47000
Royal-Enfield,Classic,350.0,2017,7000.0,35.0,1,19.8,137000
Royal-Enfield,Classic,350.0,2018,9400.0,35.0,1,19.8,142000
Bajaj,Avenger,220.0,2016,12890.0,53.0,1,19.0,64804
TVS,Apache,160.0,2019,9615.0,0.0,1,16.1,92000
TVS,Radeon,110.0,2019,8632.0,0.0,1,8.2,57000
TVS,Apache,200.0,2018,40.0,40.0,1,20.7,88000
Bajaj,Pulsar,200.0,2018,42.0,42.0,1,23.2,75800
Hero,Super,125.0,2019,948.0,75.0,1,9.0,43778
Bajaj,Avenger,220.0,2015,24000.0,40.0,1,19.0,49000
TVS,Apache,200.0,2019,40.0,40.0,1,20.7,93800
Yamaha,FZ-FI,150.0,2020,7000.0,0.0,1,13.0,90000
Royal-Enfield,Classic,350.0,2020,4200.0,35.0,1,19.1,180000
Hero,HF,100.0,2013,25000.0,83.0,1,7.7,25000
Bajaj,V15,150.0,2017,14000.0,57.0,1,11.8,38000
Honda,CBR,250.0,2014,38.0,38.0,1,26.15,78000
KTM,Duke,125.0,2019,165.0,0.0,1,14.3,133500
Royal-Enfield,Classic,500.0,2013,11000.0,32.0,1,27.2,102100
Yamaha,YZF-R15,150.0,2015,45220.0,42.0,1,16.7,72300
Yamaha,FZ,150.0,2018,58.0,58.0,1,13.0,68500
KTM,RC,200.0,2018,5000.0,35.0,1,25.1,165000
Bajaj,CT110,110.0,2019,12500.0,0.0,1,8.6,48000
Hero,Xtreme,200.0,2019,6500.0,39.0,1,18.1,86600
Hero,HF,100.0,2016,12800.0,83.0,1,7.7,43500
KTM,Duke,125.0,2019,10000.0,0.0,1,14.3,132500
Yamaha,FZS-FI,150.0,2020,55000.0,58.0,1,12.2,100000
Yamaha,YZF-R15,150.0,2020,2500.0,0.0,1,18.7,150000
Yamaha,YZF-R15,150.0,2019,5000.0,42.0,1,16.0,108000
Honda,Livo,110.0,2019,2200.0,0.0,1,8.25,65000
Honda,CB,160.0,2020,52.0,52.0,1,15.44,95000
TVS,Apache,160.0,2016,60.0,60.0,1,15.2,59153
Bajaj,Dominar,400.0,2018,28.0,28.0,1,34.5,100000
Bajaj,Pulsar,150.0,2019,65.0,65.0,1,15.0,70000
Bajaj,Pulsar,220.0,2016,14256.0,38.0,1,21.0,69837
Bajaj,Avenger,150.0,2016,15475.0,50.0,1,14.3,58036
Yamaha,FZ16,150.0,2016,58.0,58.0,1,13.0,56748
Bajaj,Pulsar,200.0,2013,35.0,35.0,1,23.19,49003
Bajaj,Avenger,150.0,2016,13678.0,50.0,1,14.3,58267
Bajaj,V15,150.0,2017,12000.0,57.0,1,11.8,38000
Royal-Enfield,Classic,350.0,2016,19033.0,35.0,1,19.8,98000
Bajaj,Pulsar,180.0,2017,8000.0,65.0,1,17.0,58000
TVS,Apache,200.0,2018,40.0,40.0,1,20.7,86000
Yamaha,FZ25,250.0,2017,14198.0,43.0,1,20.3,95000
Yamaha,MT-15,150.0,2019,7885.0,0.0,1,19.0,125000
Bajaj,Pulsar,200.0,2019,42.0,42.0,1,23.2,110000
Bajaj,Dominar,400.0,2018,28.0,28.0,1,34.5,148000
Bajaj,Pulsar,150.0,2015,65.0,65.0,1,14.85,44324
Royal-Enfield,Thunderbird,350.0,2017,47200.0,40.0,1,19.8,125000
Bajaj,Pulsar,180.0,2014,33540.0,45.0,2,17.0,35000
Benelli,302R,302.0,2017,12000.0,0.0,1,38.26,250000
Royal-Enfield,Bullet,350.0,2013,30000.0,40.0,1,19.8,79900
Bajaj,Pulsar,150.0,2010,65.0,65.0,1,14.85,13800
Yamaha,YZF-R15,150.0,2018,4000.0,0.0,1,18.7,112000
Hero,Splendor,100.0,2017,20000.0,81.0,1,8.2,44000
Bajaj,Pulsar,200.0,2007,40.0,40.0,1,16.78,12400
Harley-Davidson,Street,750.0,2018,6812.0,20.0,1,47.0,500000
Royal-Enfield,Thunderbird,350.0,2015,2500.0,40.0,1,19.8,123400
Bajaj,Pulsar,150.0,2013,65.0,65.0,2,14.85,39000
Bajaj,Platina,100.0,2018,8000.0,90.0,1,8.1,45000
Harley-Davidson,Street,750.0,2014,7757.0,20.0,2,47.0,325000
Royal-Enfield,Thunderbird,350.0,2015,2500.0,40.0,1,19.8,110000
Royal-Enfield,Bullet,350.0,2016,15000.0,35.0,1,19.8,110000
Bajaj,Pulsar,220.0,2016,14572.0,38.0,1,21.0,69837
Bajaj,Pulsar,220.0,2015,23159.0,38.0,1,21.0,55000
Bajaj,Pulsar,220.0,2013,49000.0,38.0,1,21.0,45000
Hero,Karizma,223.0,2007,45000.0,40.0,2,17.0,36000
Harley-Davidson,Street,750.0,2017,1450.0,20.0,1,47.0,480000
Suzuki,Gixxer,150.0,2020,2200.0,40.0,1,14.6,120000
Bajaj,Pulsar,200.0,2019,42.0,42.0,1,23.2,105600
Bajaj,Dominar,400.0,2019,28.0,28.0,1,34.5,175000
Bajaj,Pulsar,150.0,2011,65.0,65.0,2,14.85,34000
TVS,Radeon,110.0,2019,14000.0,0.0,1,8.2,48000
Yamaha,YZF-R15,150.0,2017,40000.0,42.0,1,16.0,64400
Yamaha,FZ,150.0,2009,58.0,58.0,1,13.0,21700
Bajaj,Avenger,220.0,2018,4600.0,40.0,1,19.0,78600
Royal-Enfield,Thunderbird,350.0,2019,9000.0,0.0,1,19.8,150000
Royal-Enfield,Bullet,350.0,2012,10000.0,40.0,1,19.8,86000
Royal-Enfield,Thunderbird,350.0,2009,34000.0,35.0,1,19.8,68700
Honda,CB,160.0,2017,52.0,52.0,1,15.44,70000
Royal-Enfield,Classic,500.0,2015,18000.0,32.0,2,27.2,119000
Yamaha,YZF-R15,150.0,2014,23800.0,42.0,1,16.7,66900
Royal-Enfield,Thunderbird,350.0,2017,34000.0,40.0,1,19.8,130000
Royal-Enfield,Classic,350.0,2012,30000.0,35.0,1,19.8,94000
Royal-Enfield,Thunderbird,350.0,2018,13500.0,0.0,1,19.8,145000
Mahindra,Centuro,110.0,2013,2600.0,60.0,1,8.5,18500
Royal-Enfield,Thunderbird,350.0,2017,16700.0,40.0,1,19.8,128500
TVS,Apache,160.0,2018,9270.0,0.0,1,16.1,72000
Royal-Enfield,Classic,500.0,2019,6200.0,32.0,1,27.2,190000
Hero,Passion,100.0,2010,40000.0,5.0,1,8.2,21800
Bajaj,Pulsar,160.0,2018,19000.0,0.0,1,15.5,72000
Royal-Enfield,Thunderbird,350.0,2018,53000.0,40.0,1,19.8,120200
Royal-Enfield,Himalayan,410.0,2016,15000.0,32.0,1,24.5,130700
Hero,CBZ,150.0,2011,26000.0,65.0,1,12.8,15900
Bajaj,Avenger,220.0,2017,7646.0,35.0,2,19.0,66000
Bajaj,V15,150.0,2017,1700.0,57.0,1,11.8,61000
Hero,Xtreme,200.0,2018,12000.0,39.0,1,18.1,80000
Royal-Enfield,Continental,535.0,2018,8450.0,26.0,1,29.1,166000
Royal-Enfield,Classic,350.0,2014,33000.0,35.0,1,19.8,81000
Yamaha,YZF-R15,150.0,2020,4000.0,0.0,1,18.7,149000
Bajaj,Dominar,400.0,2019,28.0,28.0,1,34.5,140900
Harley-Davidson,Street,750.0,2017,4186.0,25.0,1,70.0,500000
Royal-Enfield,Thunderbird,350.0,2017,12000.0,40.0,1,19.8,105000
Triumph,Bonneville,1200.0,2018,1300.0,29.0,1,76.0,900000
Benelli,TNT,300.0,2019,5000.0,25.0,1,37.73,295000
Royal-Enfield,Bullet,350.0,2015,20000.0,40.0,1,19.8,89900
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,84400
Bajaj,V12,125.0,2017,31500.0,57.0,1,12.0,50000
Bajaj,Pulsar,150.0,2012,65.0,65.0,1,14.85,20000
KTM,RC,200.0,2015,22000.0,35.0,1,25.0,110000
Hero,Xtreme,150.0,2017,28000.0,45.0,1,11.64,52400
Royal-Enfield,Bullet,350.0,2015,23000.0,37.0,1,19.8,96000
Bajaj,Pulsar,180.0,2019,22000.0,0.0,1,17.0,85000
Bajaj,Pulsar,200.0,2017,42.0,42.0,1,23.2,76800
Yamaha,YZF-R15,150.0,2018,8000.0,0.0,1,18.7,120000
Bajaj,Avenger,220.0,2013,30000.0,40.0,2,19.0,50000
Bajaj,Pulsar,160.0,2017,11300.0,0.0,1,15.5,73000
Yamaha,FZ25,250.0,2017,25000.0,43.0,1,20.3,96000
Royal-Enfield,Bullet,350.0,2017,5600.0,35.0,1,19.8,115700
Bajaj,Pulsar,200.0,2012,35.0,35.0,2,23.19,36700
Bajaj,V15,150.0,2018,24000.0,57.0,1,11.8,40200
Suzuki,Gixxer,150.0,2018,15500.0,40.0,1,14.6,77500
Yamaha,FZ,150.0,2015,58.0,58.0,1,13.0,45000
Yamaha,FZ,150.0,2016,58.0,58.0,1,13.0,40000
Yamaha,FZS-FI,150.0,2020,1400.0,58.0,1,12.2,129000
Royal-Enfield,Electra,350.0,2016,28700.0,25.0,2,19.8,105000
TVS,Apache,180.0,2010,45.0,45.0,1,17.2,40000
Bajaj,V15,150.0,2018,22500.0,57.0,1,11.8,43000
Honda,CBR,150.0,2013,6200.0,38.0,1,18.28,53200
Bajaj,Avenger,150.0,2016,35000.0,50.0,1,14.3,42000
Bajaj,Pulsar,200.0,2017,35.0,35.0,1,24.5,92800
Honda,CBF,125.0,2013,65.0,65.0,1,11.0,29050
Benelli,TNT,300.0,2016,17500.0,25.0,2,37.73,151045
Bajaj,Pulsar,150.0,2011,65.0,65.0,1,14.85,30000
KTM,Duke,125.0,2019,7700.0,0.0,1,14.3,135000
Hero,Glamour,125.0,2020,1800.0,55.0,1,10.72,69000
Bajaj,Discover,125.0,2013,58000.0,68.0,2,12.5,38000
Bajaj,Pulsar,200.0,2017,35.0,35.0,2,24.5,115000
Royal-Enfield,Classic,350.0,2018,37000.0,35.0,1,19.8,135000
Triumph,Bonneville,100.0,2014,25536.0,18.0,1,67.0,550000
Bajaj,Pulsar,220.0,2008,45000.0,38.0,1,21.0,30000
Royal-Enfield,Thunderbird,350.0,2017,8000.0,40.0,1,19.8,150000
Bajaj,Avenger,220.0,2017,31200.0,35.0,1,19.0,66700
Bajaj,V15,150.0,2017,32000.0,57.0,1,11.8,38000
Mahindra,Centuro,110.0,2015,26000.0,60.0,1,8.5,32000
Harley-Davidson,Street,750.0,2015,29000.0,20.0,1,47.0,330000
Honda,CB,150.0,2014,38527.0,60.0,1,14.0,34850
Bajaj,V15,150.0,2017,16000.0,57.0,1,11.8,44000
Royal-Enfield,Classic,350.0,2017,35445.0,35.0,1,19.8,125000
TVS,Apache,200.0,2016,40.0,40.0,1,20.23,75000
Yamaha,YZF-R15,150.0,2019,5900.0,0.0,1,18.7,129000
Yamaha,YZF-R15,150.0,2019,2400.0,0.0,1,18.7,132000
Yamaha,YZF-R15,150.0,2018,1800.0,0.0,1,18.7,124000
Yamaha,YZF-R15,150.0,2018,8312.0,0.0,1,18.7,120000
KTM,Duke,250.0,2017,18000.0,0.0,1,29.6,160000
Royal-Enfield,Classic,350.0,2017,46000.0,35.0,2,19.8,150000
Royal-Enfield,Bullet,350.0,2020,37.0,37.0,1,19.8,150000
Honda,CB,125.0,2018,65.0,65.0,1,10.0,70000
Royal-Enfield,Thunderbird,500.0,2017,30000.0,25.0,1,27.2,124500
Royal-Enfield,Thunderbird,350.0,2019,10500.0,0.0,1,19.8,160000
TVS,Apache,180.0,2018,45.0,45.0,1,17.3,63400
Royal-Enfield,Thunderbird,350.0,2017,9000.0,40.0,1,19.8,150000
TVS,Apache,160.0,2019,25000.0,0.0,1,16.1,80000
Royal-Enfield,Thunderbird,350.0,2015,7500.0,40.0,1,19.8,110000
TVS,Apache,200.0,2017,40.0,40.0,2,20.7,70000
Suzuki,Gixxer,150.0,2019,2447.0,40.0,1,14.6,100000
Honda,CBR,150.0,2013,28000.0,38.0,1,18.28,70000
Bajaj,Pulsar,200.0,2019,42.0,42.0,1,23.2,96500
Hyosung,Aquila,650.0,2015,10000.0,16.0,1,74.0,270000
Suzuki,Intruder,150.0,2018,22300.0,0.0,1,14.6,77175
