brand_name,model_name,motor_size,years,kms_driven,mileage,owner,power,price
KTM,Duke,125.0,2,12000.0,0.0,1,14.3,124500
KTM,Duke,125.0,3,11000.0,0.0,1,14.3,124500
Royal-Enfield,Classic,350.0,3,18000.0,35.0,1,19.8,155625
KTM,Duke,200.0,1,7000.0,35.0,1,24.6,186750
KTM,Duke,125.0,3,11000.0,0.0,1,14.3,129687
KTM,Duke,125.0,2,14000.0,0.0,1,14.3,129687
Royal-Enfield,Classic,350.0,2,10000.0,35.0,1,19.8,181562
KTM,RC,200.0,3,9000.0,35.0,1,25.1,155625
Royal-Enfield,Classic,350.0,4,33000.0,35.0,1,19.8,145250
Royal-Enfield,Bullet,350.0,12,10000.0,30.0,1,19.8,102712
Royal-Enfield,Classic,350.0,2,10000.0,35.0,1,19.8,186750
Yamaha,YZF-R3,320.0,5,11000.0,22.0,1,41.4,259375
Royal-Enfield,Classic,350.0,2,7500.0,35.0,1,19.8,186750
Royal-Enfield,Classic,350.0,3,6000.0,35.0,1,19.8,166000
KTM,Duke,200.0,2,13000.0,35.0,1,24.6,166000
Royal-Enfield,Classic,350.0,2,11000.0,35.0,1,19.8,186750
Royal-Enfield,Thunderbird,350.0,2,3000.0,40.0,1,19.8,186750
Royal-Enfield,Classic,350.0,3,17000.0,35.0,1,19.8,166000
Royal-Enfield,Himalayan,410.0,0,6600.0,32.0,1,24.3,233437
Yamaha,YZF-R15,150.0,1,7000.0,0.0,1,18.7,166000
KTM,390,390.0,1,10000.0,0.0,1,42.3,337187
KTM,Duke,200.0,2,11000.0,35.0,1,24.6,155625
TVS,Star,110.0,3,14680.0,85.0,1,8.2,52000
Hero,Splendor,100.0,9,21298.0,81.0,1,8.2,37000
Kawasaki,Z650,650.0,3,7800.0,30.0,1,67.2,466875
Harley-Davidson,Iron,883.0,5,9500.0,20.0,2,50.0,570625
Benelli,Leoncino,500.0,1,1000.0,0.0,1,46.8,466875
Harley-Davidson,Iron,883.0,6,25000.0,20.0,1,50.0,544687
Kawasaki,Ninja,650.0,6,10000.0,21.0,1,67.2,300875
Harley-Davidson,Iron,883.0,7,27000.0,20.0,1,50.0,544687
Royal-Enfield,Interceptor,650.0,2,9000.0,0.0,1,47.0,259373
Royal-Enfield,Thunderbird,350.0,11,35600.0,35.0,1,19.8,78700
Suzuki,Gixxer,150.0,6,45000.0,40.0,1,14.6,42000
Honda,CBF,125.0,10,65.0,65.0,2,11.0,12000
Honda,CBF,125.0,9,65.0,65.0,1,11.0,30000
Honda,CBR,250.0,9,29.0,29.0,1,26.15,105000
Benelli,TNT,300.0,5,15000.0,25.0,1,37.73,228250
Harley-Davidson,Iron,883.0,9,6700.0,20.0,1,50.0,415000
Benelli,TNT,300.0,3,10000.0,25.0,1,37.73,259375
Ducati,Monster,821.0,6,13.0,13.0,1,110.4,778125
Benelli,TNT,300.0,5,3500.0,25.0,1,37.73,233437
Harley-Davidson,Street,750.0,1,97.0,20.0,1,47.0,596562
Kawasaki,Ninja,300.0,5,9000.0,25.0,1,39.0,233437
Royal-Enfield,Continental,650.0,2,4900.0,0.0,1,47.0,300875
Ducati,Monster,821.0,4,13.0,13.0,2,110.4,881875
Benelli,TNT,600.0,5,14000.0,19.0,1,82.7,415000
TVS,Apache,200.0,2,40.0,40.0,1,20.7,95800
Bajaj,Avenger,220.0,5,15750.0,53.0,1,19.0,80000
Bajaj,Pulsar,160.0,3,16500.0,0.0,1,15.5,780000
KTM,Duke,200.0,1,5000.0,35.0,1,24.6,186750
Bajaj,Avenger,160.0,1,7000.0,53.0,1,14.79,100000
KTM,RC,390.0,6,19000.0,26.0,1,43.0,145000
Yamaha,FZ,150.0,4,58.0,58.0,1,13.0,57400
Bajaj,CT,100.0,15,40000.0,89.0,1,8.1,10500
Kawasaki,Z650,650.0,4,15000.0,30.0,1,67.2,466875
Yamaha,RX,100.0,28,7000.0,40.0,1,11.0,60000
Suzuki,Gixxer,150.0,3,14000.0,63.0,1,14.0,95000
BMW,G,310.0,2,22000.0,0.0,1,33.0,299000
Royal-Enfield,Thunderbird,350.0,6,11000.0,40.0,1,19.8,102200
Royal-Enfield,Classic,350.0,3,9900.0,35.0,1,19.8,130500
Yamaha,YZF-R15,150.0,3,19000.0,0.0,1,18.7,99999
Bajaj,Pulsar,200.0,4,35.0,35.0,1,24.5,95000
Hero,Splendor,100.0,11,15500.0,81.0,1,8.2,24000
Honda,CB,150.0,7,60.0,60.0,1,14.0,39856
Hero,Splendor,100.0,9,56000.0,45.0,1,6.15,18800
Suzuki,Gixxer,150.0,5,34000.0,40.0,1,14.6,60000
Yamaha,YZF-R15,150.0,6,8855.0,42.0,1,16.7,80300
Yamaha,YZF-R15,150.0,3,1200.0,42.0,1,16.7,85000
Hero,Karizma,223.0,6,11045.0,40.0,2,17.0,31300
Bajaj,Avenger,220.0,6,20300.0,53.0,1,19.0,41600
Yamaha,RX135,135.0,21,925.0,35.0,1,12.0,105000
Hero,Karizma,223.0,7,12000.0,40.0,1,17.0,40000
Jawa,Perak,330.0,1,950.0,0.0,1,30.0,207500
Royal-Enfield,Himalayan,410.0,5,2000.0,32.0,1,24.5,147500
Bajaj,Pulsar,200.0,4,35.0,35.0,2,24.5,77300
Hero,HF,100.0,8,49000.0,55.0,1,6.15,28000
Honda,CB,110.0,9,71.0,71.0,1,9.0,12000
Royal-Enfield,Standard,350.0,36,40.0,40.0,3,18.0,125000
Bajaj,Pulsar,150.0,14,65.0,65.0,1,14.85,8175
Yamaha,YZF-R15,150.0,4,1200.0,42.0,1,16.7,95000
Benelli,Imperiale,400.0,1,3500.0,0.0,1,20.7,220000
Suzuki,Gixxer,150.0,5,18500.0,40.0,1,14.6,60000
Bajaj,Dominar,400.0,3,28.0,28.0,1,34.5,150000
Yamaha,FZs,150.0,5,38000.0,45.0,3,13.0,60000
Bajaj,Dominar,400.0,3,28.0,28.0,1,34.5,115000
Honda,CBR,150.0,5,38.0,38.0,1,18.28,99500
KTM,Duke,200.0,2,11000.0,35.0,1,24.6,165000
TVS,Apache,310.0,0,600.0,22.0,1,33.0,265000
Hero,Super,125.0,7,39000.0,75.0,2,9.0,32000
Bajaj,V15,150.0,5,22993.0,57.0,2,11.8,35000
Hero,Splendor,110.0,5,22000.0,55.0,1,9.3,37000
Hero,Passion,100.0,3,17296.0,5.0,1,8.2,50000
TVS,Star,110.0,7,16000.0,85.0,1,8.2,28000
Honda,Livo,110.0,3,28000.0,0.0,1,8.25,40000
TVS,Apache,200.0,3,40.0,40.0,1,20.23,90200
Bajaj,Discover,100.0,9,80.0,80.0,1,7.7,200000
TVS,Apache,200.0,3,40.0,40.0,1,20.23,70000
KTM,Duke,250.0,1,1400.0,0.0,1,29.6,200000
Yamaha,YZF-R15,150.0,4,16300.0,42.0,1,16.0,67500
TVS,Apache,160.0,3,25000.0,0.0,1,16.1,75000
Royal-Enfield,Classic,350.0,1,1400.0,35.0,1,19.1,197125
Royal-Enfield,Classic,350.0,2,3600.0,35.0,1,19.8,197125
Royal-Enfield,Classic,350.0,2,8800.0,35.0,1,19.8,197125
Harley-Davidson,Street,750.0,7,10000.0,20.0,1,47.0,310000
Bajaj,Dominar,400.0,3,28.0,28.0,1,34.5,145250
Bajaj,Avenger,220.0,8,45000.0,40.0,1,19.0,35000
Bajaj,V15,150.0,3,26000.0,57.0,1,11.8,31125
Bajaj,Dominar,400.0,4,28.0,28.0,1,34.5,100000
Bajaj,Pulsar,200.0,4,35.0,35.0,4,24.5,56000
Bajaj,Pulsar,150.0,1,65.0,65.0,1,13.79,77400
Royal-Enfield,Classic,350.0,3,16000.0,35.0,2,19.8,121500
Royal-Enfield,Classic,350.0,2,18000.0,35.0,1,19.8,170000
Royal-Enfield,Classic,350.0,3,13400.0,35.0,2,19.8,135000
Bajaj,Pulsar,200.0,4,35.0,35.0,1,24.5,120000
Hero,Karizma,223.0,12,70000.0,40.0,1,17.0,60000
Royal-Enfield,Classic,350.0,12,22000.0,35.0,2,19.8,80000
KTM,RC,390.0,4,9000.0,26.0,2,42.3,150000
Bajaj,Dominar,400.0,2,28.0,28.0,1,34.5,155100
Royal-Enfield,Meteor,350.0,0,135.0,0.0,1,20.2,210000
Honda,CB,110.0,10,71.0,71.0,1,9.0,15000
Bajaj,V15,150.0,4,14000.0,57.0,1,11.8,37000
TVS,Star,110.0,3,22112.0,85.0,1,8.2,40000
TVS,Apache,200.0,3,40.0,40.0,1,20.7,70000
Bajaj,Dominar,400.0,2,28.0,28.0,1,34.5,199000
TVS,Apache,310.0,1,1700.0,22.0,1,33.0,280000
Honda,CBF,125.0,7,65.0,65.0,1,11.0,35000
Royal-Enfield,Thunderbird,350.0,4,10000.0,40.0,1,19.8,100000
Yamaha,YZF-R15,150.0,11,20000.0,42.0,3,16.0,35000
Royal-Enfield,Classic,350.0,6,15900.0,35.0,1,19.8,118000
Bajaj,Pulsar,180.0,1,7150.0,45.0,2,16.6,99000
Bajaj,Pulsar,150.0,11,65.0,65.0,1,14.85,12000
TVS,Apache,150.0,11,45.0,45.0,2,13.7,32000
Royal-Enfield,Bullet,350.0,2,10388.0,35.0,1,19.8,160000
Yamaha,FZ,150.0,8,58.0,58.0,1,13.0,45000
TVS,Apache,180.0,6,45.0,45.0,2,17.2,47000
Royal-Enfield,Thunderbird,350.0,8,24000.0,40.0,1,19.8,95000
Bajaj,Platina,100.0,6,104.0,10.0,1,8.2,32000
KTM,Duke,390.0,3,8500.0,25.0,1,42.9,220000
Yamaha,YZF-R15,150.0,7,33000.0,42.0,1,16.7,70000
TVS,Apache,160.0,7,60.0,60.0,1,15.2,78000
Suzuki,Intruder,150.0,3,24872.0,0.0,2,14.6,75000
Royal-Enfield,Bullet,350.0,7,72000.0,40.0,1,19.8,80000
Hero,Hunk,150.0,8,40900.0,53.0,1,14.0,35000
TVS,Apache,200.0,1,40.0,40.0,1,20.23,130000
Bajaj,Avenger,200.0,12,50000.0,53.0,3,19.0,12000
Bajaj,Avenger,220.0,8,40000.0,40.0,2,19.0,29025
Royal-Enfield,Thunderbird,350.0,9,64400.0,40.0,2,19.8,50000
Royal-Enfield,Classic,350.0,4,20000.0,35.0,1,19.8,106000
Royal-Enfield,Classic,500.0,4,800.0,35.0,1,27.2,132100
KTM,Duke,200.0,3,9800.0,35.0,1,24.6,149900
Bajaj,Pulsar,150.0,11,65.0,65.0,1,14.85,20000
Yamaha,YZF-R15,150.0,4,12700.0,42.0,1,16.7,84800
Royal-Enfield,Electra,350.0,4,23000.0,25.0,1,19.8,115000
TVS,Sport,100.0,2,40000.0,95.0,2,7.4,41000
Bajaj,Pulsar,150.0,3,65.0,65.0,1,15.0,70000
Royal-Enfield,Classic,350.0,3,8000.0,35.0,1,19.8,130000
Suzuki,Intruder,150.0,3,32728.0,0.0,1,14.6,51864
Bajaj,Pulsar,150.0,3,65.0,65.0,1,15.0,70000
Bajaj,Pulsar,220.0,6,39000.0,38.0,1,21.0,65000
Yamaha,SZ-RR,150.0,3,15000.0,55.0,1,12.0,65000
Bajaj,Pulsar,200.0,71,35.0,35.0,3,23.19,55000
Bajaj,Avenger,220.0,4,18000.0,35.0,1,19.0,77812
TVS,Apache,200.0,2,40.0,40.0,1,20.7,93375
Bajaj,Avenger,220.0,7,18060.0,40.0,1,19.0,53950
Royal-Enfield,Thunderbird,350.0,7,48500.0,40.0,1,19.8,64100
TVS,Apache,160.0,3,14000.0,0.0,1,16.1,55900
Bajaj,Pulsar,150.0,6,28000.0,53.0,1,16.8,45000
Bajaj,Pulsar,200.0,4,35.0,35.0,2,24.5,91600
Bajaj,Pulsar,200.0,3,35.0,35.0,1,24.5,90000
Hero,Karizma,223.0,10,45000.0,40.0,1,17.0,24000
Royal-Enfield,Thunderbird,350.0,2,32000.0,0.0,1,19.8,163600
Bajaj,Pulsar,150.0,9,65.0,65.0,1,14.85,48000
Hero,Karizma,223.0,13,32000.0,40.0,1,17.0,16300
Bajaj,Pulsar,150.0,2,65.0,65.0,1,15.0,73000
Hero,Splendor,100.0,2,6300.0,55.0,1,8.2,68000
Hero,Glamour,125.0,3,14000.0,45.0,1,6.72,42000
TVS,Apache,180.0,5,45.0,45.0,1,17.3,35999
TVS,Apache,200.0,3,40.0,40.0,1,20.23,97500
KTM,Duke,390.0,3,6900.0,25.0,1,42.9,190100
Hero,Glamour,125.0,4,12000.0,0.0,1,11.4,37000
Honda,CB,125.0,2,65.0,65.0,1,10.0,55000
Royal-Enfield,Continental,535.0,6,6200.0,26.0,1,29.1,125000
Honda,CB,1000.0,6,17000.0,16.0,1,178.11,1175000
Yamaha,FZ,150.0,5,58.0,58.0,1,13.0,50000
Jawa,Forty,295.0,1,8000.0,0.0,1,27.0,165000
Yamaha,YZF-R15,150.0,3,25000.0,0.0,1,18.7,114080
Hero,Passion,100.0,12,45000.0,5.0,1,8.2,24304
Honda,CBF,125.0,10,65.0,65.0,2,11.0,30000
KTM,RC,125.0,1,850.0,0.0,1,14.5,155400
Honda,CB,125.0,7,65.0,65.0,1,10.0,28000
Bajaj,Avenger,220.0,4,14800.0,40.0,1,19.0,76000
Royal-Enfield,Himalayan,410.0,3,9600.0,32.0,1,24.5,155625
Yamaha,FZS-FI,150.0,1,7000.0,0.0,1,13.0,74400
Bajaj,Pulsar,180.0,6,50000.0,45.0,3,17.0,52499
Honda,CB,150.0,7,30153.0,60.0,1,14.0,37500
KTM,Duke,390.0,1,18000.0,25.0,1,42.9,150000
Bajaj,Pulsar,200.0,6,35.0,35.0,1,24.16,80000
KTM,RC,200.0,1,6000.0,35.0,1,25.1,198000
Yamaha,FZ,150.0,5,58.0,58.0,1,13.0,75000
KTM,Duke,390.0,3,4000.0,25.0,1,42.9,207500
Bajaj,Dominar,400.0,3,28.0,28.0,1,34.5,129687
Yamaha,FZs,150.0,8,47000.0,45.0,1,13.0,35000
Honda,CB,125.0,4,65.0,65.0,1,10.0,38000
Bajaj,V15,150.0,5,7000.0,57.0,2,11.8,25500
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,70000
Honda,CB,160.0,4,52.0,52.0,1,15.44,55000
Bajaj,Pulsar,200.0,4,42.0,42.0,1,23.2,75300
Honda,CBR,650.0,3,9000.0,18.0,1,84.11,830000
Bajaj,Pulsar,200.0,2,35.0,35.0,1,24.5,118000
Honda,CBR,250.0,9,29.0,29.0,1,26.15,49999
Royal-Enfield,Thunderbird,350.0,7,75000.0,40.0,1,19.8,65000
Suzuki,Gixxer,150.0,3,2400.0,63.0,1,14.0,66000
Bajaj,Pulsar,220.0,5,26000.0,38.0,1,21.0,85000
Harley-Davidson,Street,750.0,5,25000.0,20.0,3,47.0,295000
Royal-Enfield,Bullet,350.0,1,37.0,37.0,1,19.8,165000
Bajaj,Pulsar,200.0,3,35.0,35.0,1,24.5,110000
Hero,Passion,100.0,2,1600.0,5.0,1,8.2,78000
Bajaj,Avenger,220.0,4,11000.0,35.0,1,19.0,60000
Bajaj,Avenger,150.0,5,20232.0,50.0,1,14.3,54000
Yamaha,Fazer,150.0,8,45.0,45.0,1,13.0,43000
Yamaha,FZS-FI,150.0,2,16213.0,0.0,1,13.0,115000
Bajaj,Avenger,220.0,5,22811.0,53.0,1,19.0,56000
Bajaj,Pulsar,220.0,3,32000.0,38.0,1,21.0,80000
Bajaj,Pulsar,150.0,9,65.0,65.0,1,14.85,50000
Bajaj,Discover,135.0,13,70000.0,65.0,1,9.64,17900
Yamaha,YZF-R15,150.0,3,13800.0,0.0,1,18.7,109000
Royal-Enfield,Continental,535.0,4,11000.0,26.0,2,29.1,122550
Royal-Enfield,Classic,350.0,5,29500.0,35.0,1,19.8,117600
Royal-Enfield,Classic,350.0,0,1135.0,35.0,1,19.1,192000
KTM,Duke,125.0,0,10000.0,0.0,1,14.3,121500
Royal-Enfield,Thunderbird,350.0,6,30000.0,40.0,1,19.8,60000
Royal-Enfield,Thunderbird,350.0,11,40000.0,35.0,1,19.8,53775
Bajaj,Dominar,400.0,4,28.0,28.0,1,34.5,110200
Royal-Enfield,Bullet,500.0,3,13000.0,25.0,1,26.1,160000
Yamaha,YZF-R15,150.0,6,53000.0,42.0,4,16.0,62600
Honda,CB,160.0,2,52.0,52.0,1,15.44,86200
Yamaha,FZs,150.0,2,21709.0,45.0,1,13.0,70000
Bajaj,Pulsar,150.0,2,65.0,65.0,1,15.0,85000
Royal-Enfield,Classic,350.0,6,58530.0,35.0,1,19.8,110000
Royal-Enfield,Classic,350.0,1,5059.0,35.0,1,19.1,184400
Honda,CD,110.0,2,84.0,84.0,1,8.25,25000
Yamaha,FZS,150.0,5,58.0,58.0,1,13.0,75000
TVS,Apache,160.0,3,60.0,60.0,1,15.2,75000
Bajaj,Pulsar,220.0,1,4476.0,38.0,1,21.0,94000
Jawa,Forty,295.0,2,15451.0,0.0,1,27.0,139000
Bajaj,Pulsar,150.0,1,65.0,65.0,1,15.0,83000
Bajaj,Dominar,400.0,3,28.0,28.0,1,34.5,140000
Ducati,Monster,821.0,3,13.0,13.0,1,110.4,950000
Bajaj,V12,125.0,4,55000.0,57.0,1,12.0,40000
TVS,Apache,150.0,15,45.0,45.0,2,13.7,20000
Bajaj,Pulsar,160.0,4,23600.0,0.0,1,15.5,60900
Bajaj,Avenger,180.0,3,10000.0,45.0,1,15.3,85000
Bajaj,Avenger,150.0,4,23250.0,45.0,1,14.3,59800
Hero,Splendor,100.0,6,24000.0,55.0,2,8.1,30000
KTM,RC,125.0,1,6000.0,40.0,1,14.5,158000
Hero,Honda,100.0,10,50000.0,45.0,1,6.15,30000
Hero,Hunk,150.0,8,45000.0,53.0,1,14.0,35000
Royal-Enfield,Thunderbird,500.0,6,15000.0,25.0,1,27.2,102075
TVS,Star,110.0,8,30000.0,85.0,1,8.2,24000
Bajaj,Avenger,150.0,5,98000.0,50.0,2,14.3,44000
Honda,CBR,250.0,8,38.0,38.0,2,26.15,80000
Bajaj,Pulsar,180.0,7,20000.0,45.0,1,17.0,28000
Bajaj,Platina,100.0,10,104.0,10.0,1,8.2,24000
Bajaj,Avenger,150.0,5,19500.0,50.0,1,14.3,58000
Bajaj,Pulsar,200.0,3,35.0,35.0,1,24.5,113400
Hero,Xtreme,150.0,7,10000.0,50.0,1,14.2,30000
Hero,Splendor,110.0,5,24000.0,55.0,2,9.3,38000
Honda,Dream,110.0,7,84.0,84.0,1,8.25,26000
Royal-Enfield,Classic,350.0,0,1035.0,35.0,1,19.1,190000
Honda,X-Blade,160.0,1,2700.0,0.0,1,13.93,100000
Royal-Enfield,Classic,350.0,6,30000.0,35.0,1,19.8,114125
Bajaj,Avenger,220.0,6,65000.0,53.0,2,19.0,45000
Bajaj,Pulsar,180.0,12,28000.0,65.0,1,15.0,18000
Yamaha,YZF-R15,150.0,4,25000.0,42.0,1,16.0,67000
Hero,Hunk,150.0,12,53000.0,53.0,1,14.0,22000
Kawasaki,Ninja,650.0,4,14000.0,21.0,1,67.2,363125
Royal-Enfield,Classic,350.0,7,7800.0,35.0,1,19.8,87000
Honda,CB,160.0,2,52.0,52.0,1,15.44,90200
KTM,Duke,390.0,4,12000.0,25.0,1,42.9,165147
Kawasaki,Z650,650.0,3,12000.0,30.0,1,67.2,470000
Jawa,Forty,295.0,1,1100.0,0.0,1,27.0,123750
TVS,Apache,180.0,3,45.0,45.0,2,17.3,70000
Royal-Enfield,Himalayan,410.0,1,9000.0,32.0,1,24.5,165000
Suzuki,Intruder,150.0,3,46700.0,0.0,1,14.6,47175
KTM,Duke,200.0,4,18000.0,35.0,1,24.6,100700
Bajaj,Pulsar,220.0,9,36000.0,38.0,1,21.0,35000
Royal-Enfield,Classic,350.0,1,5000.0,35.0,1,19.1,185000
TVS,Apache,160.0,1,60.0,60.0,1,15.2,65925
Yamaha,FZ,150.0,3,58.0,58.0,1,13.0,80000
BMW,G,310.0,3,10000.0,0.0,1,33.0,290000
Royal-Enfield,Thunderbird,350.0,17,48000.0,30.0,1,19.8,50000
Bajaj,Avenger,220.0,0,6600.0,35.0,1,18.76,140700
Bajaj,Pulsar,180.0,8,50000.0,65.0,2,15.0,27000
Bajaj,Avenger,220.0,0,6600.0,35.0,1,18.76,125000
Bajaj,Avenger,220.0,5,15000.0,35.0,1,19.0,60000
Benelli,Imperiale,400.0,1,7700.0,0.0,1,20.7,220000
Royal-Enfield,Classic,350.0,3,21000.0,35.0,1,19.8,135000
Royal-Enfield,Thunderbird,350.0,18,67872.0,30.0,2,19.8,39999
Hero,Super,125.0,15,19000.0,75.0,1,9.0,16500
Yamaha,FZs,150.0,7,40000.0,45.0,2,13.0,30000
Hero,Hunk,150.0,7,35700.0,53.0,2,14.0,22000
Bajaj,Pulsar,200.0,6,35.0,35.0,1,24.16,72800
Royal-Enfield,Classic,500.0,9,16000.0,32.0,1,27.2,89500
Royal-Enfield,Bullet,350.0,3,37.0,37.0,1,19.8,119200
Husqvarna,Svartpilen,250.0,1,8300.0,31.0,1,29.63,195000
Royal-Enfield,Thunderbird,350.0,3,9000.0,0.0,1,19.8,160000
Royal-Enfield,Continental,650.0,2,1400.0,0.0,1,47.0,295000
Bajaj,Pulsar,150.0,10,65.0,65.0,1,14.85,28000
Hero,Passion,100.0,13,31203.0,55.0,3,7.5,27500
Honda,CB,125.0,3,65.0,65.0,2,10.0,58000
Yamaha,YZF-R15,150.0,3,10000.0,0.0,1,18.7,128000
TVS,Apache,160.0,2,2200.0,0.0,1,16.1,92000
Hero,Karizma,223.0,10,47000.0,48.0,1,20.0,25000
TVS,Victor,110.0,2,74.0,74.0,1,9.5,36000
Honda,CB,125.0,5,65.0,65.0,1,10.0,38500
Bajaj,Pulsar,150.0,10,65.0,65.0,1,14.85,30000
Kawasaki,ER-6n,650.0,5,23500.0,17.0,1,71.0,315000
Bajaj,Avenger,220.0,4,33000.0,40.0,1,19.0,65533
Ducati,Monster,1200.0,10,15.0,15.0,1,133.15,680000
Hero,HF,100.0,12,23711.0,83.0,1,7.7,28000
Bajaj,Pulsar,200.0,9,35.0,35.0,1,23.19,39000
KTM,RC,200.0,3,11000.0,35.0,1,25.1,160000
Royal-Enfield,Himalayan,410.0,5,27500.0,32.0,1,24.5,110000
Royal-Enfield,Thunderbird,350.0,5,11000.0,40.0,2,19.8,125000
Honda,VT1300CX,1300.0,8,17000.0,20.0,1,57.0,850000
TVS,Radeon,110.0,1,20000.0,0.0,1,8.0,51500
Hero,CBZ,150.0,7,35000.0,65.0,1,14.4,35000
Yamaha,Fazer,150.0,10,45.0,45.0,2,13.0,55000
Royal-Enfield,Classic,500.0,6,18980.0,32.0,1,27.2,140000
Royal-Enfield,Classic,350.0,2,10000.0,35.0,1,19.8,175000
Suzuki,GSX-S750,750.0,3,9500.0,0.0,1,113.0,699000
Benelli,TNT,600.0,3,26500.0,19.0,1,82.7,515000
Ducati,Scrambler,1100.0,3,1500.0,0.0,1,83.2,932712
Triumph,Bonneville,1200.0,3,6500.0,29.0,1,76.0,830000
Hero,Splendor,100.0,11,15000.0,81.0,1,8.2,22540
Bajaj,Pulsar,180.0,7,21000.0,45.0,1,17.0,42000
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,90000
Kawasaki,Z1000,1000.0,6,22000.0,15.0,2,139.0,925000
Bajaj,Pulsar,150.0,8,65.0,65.0,1,14.85,30000
Hero,Passion,110.0,3,37480.0,0.0,1,9.3,58500
Yamaha,FZ,150.0,3,58.0,58.0,1,13.0,70000
Yamaha,FZs,150.0,6,26000.0,45.0,2,13.0,49999
Yamaha,FZs,150.0,2,14900.0,45.0,1,13.0,82000
Royal-Enfield,Continental,535.0,7,23000.0,26.0,1,29.1,165000
TVS,Apache,160.0,3,60.0,60.0,3,15.2,45000
Bajaj,Pulsar,200.0,5,42.0,42.0,1,23.2,83000
Yamaha,FZs,150.0,4,31027.0,45.0,1,13.0,85000
Honda,CB,150.0,8,60.0,60.0,1,14.0,77000
TVS,Apache,180.0,5,45.0,45.0,3,17.3,41000
Bajaj,Pulsar,220.0,6,15238.0,38.0,1,21.0,77000
Yamaha,YBR,110.0,7,42000.0,55.0,2,7.6,17000
Hero,CD,100.0,10,28000.0,65.0,1,7.7,28000
Bajaj,Avenger,180.0,3,12200.0,45.0,1,15.3,70000
Bajaj,Dominar,400.0,4,28.0,28.0,2,34.5,113000
Harley-Davidson,Iron,883.0,10,20000.0,20.0,1,50.0,410000
Yamaha,FZs,150.0,6,31000.0,45.0,1,13.0,49900
Kawasaki,Z650,650.0,3,17000.0,30.0,1,67.2,466875
Kawasaki,Ninja,650.0,5,26500.0,21.0,1,67.2,330000
Honda,CB,160.0,3,52.0,52.0,1,15.44,45000
Bajaj,Platina,110.0,2,104.0,10.0,1,8.2,48400
Honda,CBR,150.0,8,16000.0,38.0,1,18.28,60000
TVS,Apache,160.0,2,4500.0,0.0,1,16.1,85000
Hero,HF,100.0,1,5948.0,45.0,1,7.91,44900
Royal-Enfield,Classic,350.0,1,500.0,35.0,1,19.1,200000
Hero,Splendor,110.0,4,23000.0,55.0,1,9.3,38000
Bajaj,V15,150.0,4,26000.0,57.0,1,11.8,37000
Honda,CBR,150.0,7,24000.0,38.0,1,18.28,55000
Honda,CB,160.0,2,52.0,52.0,1,15.44,88000
Bajaj,Platina,110.0,1,20200.0,84.0,1,8.44,58000
Hero,Xpulse,200.0,1,800.0,46.0,1,17.8,128000
Hero,Passion,110.0,9,80000.0,55.0,1,6.72,25000
Royal-Enfield,Thunderbird,500.0,6,2300.0,25.0,1,27.2,133800
Royal-Enfield,Classic,350.0,5,12000.0,35.0,1,19.8,125000
TVS,Apache,200.0,1,40.0,40.0,1,20.23,135000
Bajaj,Avenger,150.0,5,14000.0,50.0,1,14.3,50000
Bajaj,Dominar,400.0,2,28.0,28.0,1,34.5,160000
Jawa,Standard,295.0,0,1000.0,0.0,1,27.0,190000
Bajaj,Platina,100.0,11,104.0,10.0,2,8.2,22000
Bajaj,Pulsar,160.0,0,1400.0,0.0,1,17.03,124300
Royal-Enfield,Classic,350.0,7,15000.0,35.0,2,19.8,95000
Yamaha,SZ,150.0,3,5000.0,0.0,1,12.0,55000
Royal-Enfield,Bullet,350.0,21,550000.0,37.0,3,19.8,105000
Suzuki,Gixxer,150.0,2,11330.0,63.0,1,14.0,100000
Royal-Enfield,Classic,350.0,5,31520.0,35.0,1,19.8,120000
Hero,Karizma,223.0,6,15000.0,48.0,2,20.0,37389
TVS,Flame,125.0,13,65.0,65.0,1,10.3,30000
Royal-Enfield,Bullet,350.0,6,40822.0,40.0,1,19.8,90001
KTM,Duke,125.0,0,2700.0,0.0,1,14.3,155600
TVS,Sport,100.0,6,36000.0,95.0,1,7.4,35000
Triumph,Speed,1050.0,5,30000.0,17.0,1,133.0,630000
Royal-Enfield,Thunderbird,350.0,5,22200.0,40.0,1,19.8,125000
Bajaj,Avenger,220.0,5,18000.0,40.0,1,19.0,70000
Bajaj,Discover,125.0,9,95500.0,65.0,1,12.5,25000
Bajaj,Pulsar,150.0,3,65.0,65.0,1,15.0,70000
TVS,Radeon,110.0,1,15000.0,63.0,1,8.0,60000
Bajaj,Pulsar,220.0,4,44000.0,38.0,1,21.0,53250
Honda,CB,125.0,4,65.0,65.0,2,10.0,27000
TVS,Apache,200.0,4,40.0,40.0,2,20.7,80000
Honda,CBR,250.0,5,38.0,38.0,1,26.15,110000
Bajaj,Pulsar,150.0,3,65.0,65.0,1,15.0,76999
Yamaha,MT-15,150.0,1,1400.0,0.0,1,18.23,150100
TVS,Apache,200.0,4,40.0,40.0,1,20.7,61000
Royal-Enfield,Thunderbird,350.0,3,18000.0,40.0,1,19.8,105000
TVS,Apache,160.0,9,60.0,60.0,1,15.2,19542
Royal-Enfield,Classic,500.0,8,10000.0,32.0,1,27.2,110000
Honda,Dream,110.0,2,84.0,84.0,1,8.25,60000
